"opendate","st.address","city","state","long","lat","type"
1986-02-04,"14091 FM 490","Raymondville","TX",-97.81013,26.500175,"SuperCenter"
1986-03-01,"2200 Manufacturers Blvd","Brookhaven","MS",-90.423258,31.599805,"DistributionCenter"
1986-03-04,"1800 W HWY 70","Ruidoso","NM",-105.56694,33.342426,"SuperCenter"
1986-03-04,"926 PASEO DEL PUEBLO SUR","Taos","NM",-105.5808,36.414942,"Wal-MartStore"
1986-03-04,"2406 W ROOSEVELT BLV","Monroe","NC",-80.56002,35.031947,"SuperCenter"
1986-03-04,"1750 E INDIANAPOLIS","Greencastle","IN",-86.87361,39.652374,"SuperCenter"
1986-03-04,"201 SOUTH EDWARDS BOULEVARD","Lake Geneva","WI",-88.45828,42.587613,"SuperCenter"
1986-03-05,"3322 AVENUE ""I""","Scottsbluff","NE",-103.65241,41.885553,"SuperCenter"
1986-03-05,"2401 S. CANAL ST","Carlsbad","NM",-104.29134,32.408311,"SuperCenter"
1986-03-05,"1700 WEST DICKINSON","Ft. Stockton","TX",-102.852,30.877528,"Wal-MartStore"
1986-03-05,"7865 WEST HWY 50","Salida","CO",-106.03468,38.533464,"SuperCenter"
1986-03-11,"3036 1ST AVE. SOUTH","Ft. Dodge","IA",-94.18256,42.499242,"SuperCenter"
1986-03-11,"15328 US 19 SOUTH","Thomasville","GA",-83.91237,30.883208,"SuperCenter"
1986-03-11,"1002 SE NATIONAL DR","Ankeny","IA",-93.60475,41.725288,"SuperCenter"
1986-03-11,"1510 WEST MAIN","Sterling","CO",-103.21574,40.633845,"SuperCenter"
1986-03-11,"11720 DR MARTIN L KING JR BLVD","Seffner","FL",-82.28819,27.987925,"Wal-MartStore"
1986-03-18,"2500 PROGRESS PARKWAY","Shelbyville","IN",-85.77208,39.523797,"SuperCenter"
1986-03-18,"550 SOUTH 123 BYPASS","Sequin","TX",-97.96283,29.56478,"SuperCenter"
1986-03-18,"1798 OLD STAGE ROAD","Decorah","IA",-91.77187,43.345879,"SuperCenter"
1986-04-01,"1650 38TH STREET","Peru","IL",-89.1299,41.330789,"Wal-MartStore"
1986-04-01,"1919 NORTH MAIN","Pearland","TX",-95.26982,29.56218,"SuperCenter"
1986-04-01,"1326 280TH ROAD","Seward","NE",-97.11206,40.909197,"SuperCenter"
1986-04-01,"1701 EAST END BLVD N","Marshall","TX",-94.37958,32.547424,"SuperCenter"
1986-04-29,"2301 WEST KENOSHA ST","Broken Arrow","OK",-95.80694,36.045907,"SuperCenter"
1986-04-29,"815 S. WHEATLEY ROAD","Ridgeland","MS",-90.13134,32.420814,"SuperCenter"
1986-04-29,"155 SAN ANTONIO AVE","Many","LA",-93.54869,31.514631,"Wal-MartStore"
1986-04-29,"2711 GREENWAY DRIVE","Jackson","MS",-90.22778,32.284829,"SuperCenter"
1986-04-29,"120 NORTH LEE STREET","Forsyth","GA",-83.92941,33.0409,"Wal-MartStore"
1986-04-29,"16865 CLOVER ROAD","Noblesville","IN",-85.99815,40.050109,"SuperCenter"
1986-05-20,"11250 E. COLONIAL DR","Orlando","FL",-81.24717,28.591692,"SuperCenter"
1986-05-20,"1903 SOUTH CEDAR","Pecos","TX",-103.52515,31.388404,"Wal-MartStore"
1986-06-03,"401 LINWOOD PLAZA","Lindsay","OK",-97.60045,34.839562,"Wal-MartStore"
1986-06-03,"340 NORMAN DRIVE","Valdosta","GA",-83.28661,30.807279,"SuperCenter"
1986-06-03,"2211 AVENUE F NORTHWEST","Childress","TX",-100.28401,34.38587,"Wal-MartStore"
1986-06-10,"800 SOUTH HOVER ROAD","Longmont","CO",-105.10033,40.171484,"Wal-MartStore"
1986-06-10,"8101 W. JUDGE PEREZ DR.","Chalmette","LA",-89.96118,29.946404,"SuperCenter"
1986-06-10,"4810 LAPALCO BLVD","Harvey","LA",-90.10933,29.869283,"SuperCenter"
1986-06-10,"6901 BUNDY RD","New Orleans","LA",-89.97736,30.033475,"Wal-MartStore"
1986-06-17,"1005 W FT SCOTT","Butler","MO",-94.32317,38.259528,"Wal-MartStore"
1986-06-17,"748 BEAL PKWY N.W.","Ft. Walton Beach","FL",-86.62113,30.447248,"SuperCenter"
1986-06-17,"2363 HWY 135 NW","Corydon","IN",-86.12978,38.208144,"SuperCenter"
1986-06-17,"3351 S FERDON BLVD","Crestview","FL",-86.51088,30.757479,"SuperCenter"
1986-07-01,"100 OZARK DR","Cuba","MO",-91.4163,38.092097,"Wal-MartStore"
1986-07-01,"3801 EASTERN BLVD","Montgomery","AL",-86.23672,32.31324,"SuperCenter"
1986-07-01,"6495 ATLANTA HWY","Montgomery","AL",-86.16443,32.373714,"SuperCenter"
1986-07-01,"702 WEST LOOP 289","Lubbock","TX",-101.94754,33.591877,"SuperCenter"
1986-07-08,"1011 OLD EXETER ROAD","Cassville","MO",-93.85105,36.681589,"Wal-MartStore"
1986-07-08,"2309 SOUTH BRIDGE","Brady","TX",-99.3407,31.121411,"Wal-MartStore"
1986-07-15,"1650 WEST MALONEY AVE.","Gallup","NM",-108.84857,35.534253,"SuperCenter"
1986-07-15,"8101 SOUTH JOHN YOUNG PARKWAY","Orlando","FL",-81.47514,28.463509,"SuperCenter"
1986-07-15,"1569 NORTH EXPRESSWAY","Griffin","GA",-84.27306,33.268185,"SuperCenter"
1986-07-15,"27520 HWY 98","Daphne","AL",-87.88312,30.620594,"SuperCenter"
1986-07-15,"1401 SOUTH CHERRY LANE","White Settlement","TX",-97.48079,32.762563,"Wal-MartStore"
1986-07-15,"10500 WEST COLONIAL DRIVE","Ocoee","FL",-81.52946,28.574628,"SuperCenter"
1986-08-05,"7777 EAST 42ND PLACE SOUTH","Tulsa","OK",-95.8847,36.096296,"Wal-MartStore"
1986-08-05,"11210 W AIRPORT BLVD","Stafford","TX",-95.57145,29.626187,"SuperCenter"
1986-08-05,"1501 NORTH I-27","Plainview","TX",-101.72506,34.191002,"SuperCenter"
1986-08-05,"355 CYPRESS GARDEN BLVD","Winter Haven","FL",-81.74554,27.997276,"Wal-MartStore"
1986-08-12,"6072 U.S. HIGHWAY 98","Hattiesburg","MS",-89.37926,31.325437,"SuperCenter"
1986-08-12,"1325 NORTH DENVER AVE","Loveland","CO",-105.10349,40.383636,"SuperCenter"
1986-08-19,"1283 US HIGHWAY 27 NORTH","Stanford","KY",-84.6735,37.520836,"SuperCenter"
1986-08-19,"10855 SO. US HWY #1","Port St. Lucie","FL",-80.29691,27.291694,"SuperCenter"
1986-08-19,"401 EAST HWY 82","Sherman","TX",-96.59106,33.632806,"SuperCenter"
1986-08-19,"1001 EAST EAU GALLIE BLVD","Melbourne","FL",-80.59957,28.172041,"Wal-MartStore"
1986-09-02,"333 EAST ROUTE 6","Morris","IL",-88.40749,41.370642,"SuperCenter"
1986-09-02,"2225 W INTERSTATE 20","Grand Prairie","TX",-97.02346,32.675604,"SuperCenter"
1986-09-02,"5555 20TH STREET","Vero Beach","FL",-80.51468,27.645377,"SuperCenter"
1986-09-02,"2795 CHASTAIN MEADOWS PKWY NW","Kennesaw","GA",-84.51475,34.027533,"SuperCenter"
1986-09-02,"4320 FRANKLIN AVE","Waco","TX",-97.18588,31.535916,"SuperCenter"
1986-09-02,"3155 W. WHEATLAND  ROAD","Duncanville","TX",-96.87633,32.666984,"SuperCenter"
1986-09-02,"8400 HIGHWAY 64","Memphis","TN",-89.80518,35.208709,"SuperCenter"
1986-09-02,"625 HWY 290 EAST","Hempstead","TX",-96.06979,30.096649,"Wal-MartStore"
1986-09-02,"1700 S ORG BLSMTRAIL","Apopka","FL",-81.50319,28.658395,"SuperCenter"
1986-09-09,"641 EAST BYPASS S.E.","Moultrie","GA",-83.77172,31.165358,"SuperCenter"
1986-09-09,"2163 WEST C-48","Bushnell","FL",-82.14042,28.663132,"SuperCenter"
1986-09-09,"11012 NO. WILLIAMS ST.","Dunnellon","FL",-82.35195,29.060092,"SuperCenter"
1986-09-09,"1835 EAST MAIN ST","Cortez","CO",-108.60355,37.344985,"SuperCenter"
1986-09-16,"RT 2/BOX 200/US HWY 281 SOUTH","Falfurrias","TX",-98.16479,27.217893,"Wal-MartStore"
1986-09-16,"125 EAST BESTER DRIVE","Geneseo","IL",-90.15854,41.464473,"Wal-MartStore"
1986-09-16,"2921 TOUPAL DRIVE","Trinidad","CO",-104.47809,37.191882,"SuperCenter"
1986-09-16,"222 WEST MCCOY BLVD","Tomah","WI",-90.48416,43.984412,"SuperCenter"
1986-09-16,"1485 COMMERCIAL WAY","Springhill","FL",-82.59741,28.470236,"SuperCenter"
1986-09-16,"4965 HIGHWAY 90","Milton","FL",-87.16724,30.627637,"SuperCenter"
1986-09-30,"1240 NORTH 7TH STREET","Rochelle","IL",-89.06891,41.935139,"Wal-MartStore"
1986-09-30,"904 SOUTH RANGE AVENUE","Denham Springs","LA",-90.92827,30.468526,"SuperCenter"
1986-09-30,"949 EAST BLOOMINGDALE AVE.","Brandon","FL",-82.2948,27.911201,"Wal-MartStore"
1986-09-30,"1241 STATE ROAD 436, UNIT 101","Casselberry","FL",-81.31772,28.665125,"SuperCenter"
1986-09-30,"110 MARKET PLACE","Hazlehurst","MS",-90.42995,31.841281,"Wal-MartStore"
1986-10-28,"1133 NORTH MAIN ST","Viroqua","WI",-90.89904,43.543934,"SuperCenter"
1986-10-28,"1215 EAST 16TH","Cordele","GA",-83.77808,31.950899,"SuperCenter"
1986-11-11,"4100 WEST AIRPORT FREEWAY","Irving","TX",-96.9614,32.826729,"SuperCenter"
1986-11-11,"1535 BUSINESS 151","Platteville","WI",-90.48625,42.743948,"Wal-MartStore"
1986-11-11,"845 PALM BAY ROAD","Melbourne","FL",-80.67167,28.073891,"SuperCenter"
1986-11-11,"3712 WEST MAIN","Durant","OK",-96.38612,34.009209,"SuperCenter"
1986-11-11,"1757 SOUTH 14TH STREET","Fernandina Beach","FL",-81.46092,30.641487,"Wal-MartStore"
1986-11-11,"1800 W. BURLINGTON AVE.","Fairfield","IA",-91.95,41.017736,"Wal-MartStore"
1986-11-11,"8843 VETERANS MEMORIAL BLVD","Metairie","LA",-90.2138,29.997168,"Wal-MartStore"
1986-11-11,"101 SOUTH BELTLINE HIGHWAY","Mobile","AL",-88.10249,30.674057,"SuperCenter"
1986-11-11,"434 SOUTH COLUMBIA AVE","Rincon","GA",-81.23006,32.293147,"SuperCenter"
1986-11-18,"1204 AVENUE OF MID-AMERICA","Effingham","IL",-88.56,39.123807,"SuperCenter"
1986-11-18,"9350-A HIGHWAY 49","Gulfport","MS",-89.10381,30.461786,"SuperCenter"
1986-11-18,"235 FRONTAGE RD","Picayune","MS",-89.66611,30.52798,"SuperCenter"
1986-11-18,"3360 FRONT STREET","Winnsboro","LA",-91.72874,32.156791,"SuperCenter"
1986-11-18,"1600 WEST WISCONSIN ST.","Sparta","WI",-90.80796,43.96977,"SuperCenter"
1986-11-18,"3103 23RD AVENUE","Greeley","CO",-104.69175,40.421845,"SuperCenter"
1986-11-18,"1733 2ND STREET SOUTH","Meridian","MS",-88.6596,32.339004,"SuperCenter"
1986-11-18,"1130 W FRONTAGE RD","Owatonna","MN",-93.22716,44.07393,"SuperCenter"
1986-11-18,"4400 FRONT STREET","Castle Rock","CO",-104.85962,39.385141,"SuperCenter"
1986-11-18,"205 SO. CENTENNIAL DRIVE","McPherson","KS",-97.67719,38.367298,"SuperCenter"
1986-11-18,"720 E HIGHWAY 74 BUSINESS","Rockingham","NC",-79.7605,34.937078,"SuperCenter"
1986-11-18,"4000 SOUTH BOLGER DR","Independence","MO",-94.4061,39.053255,"Wal-MartStore"
1986-12-30,"1316 SOUTH STATE STREET","Jerseyville","IL",-90.32442,39.114762,"SuperCenter"
1987-01-13,"1836 S. MAIN STREET","Weatherford","TX",-97.77987,32.77516,"SuperCenter"
1987-01-13,"2715 NORTH SUMMIT","Arkansas City","KS",-97.02831,37.067387,"Wal-MartStore"
1987-01-13,"21703 VILLAGE LAKES SHP/CTR","Land 'O' Lakes","FL",-82.45463,28.233671,"Wal-MartStore"
1987-01-13,"2406 LUBBOCK","Lamesa","TX",-101.94086,32.714521,"Wal-MartStore"
1987-01-13,"407 EAST HWY 114","Levelland","TX",-102.41478,33.609208,"SuperCenter"
1987-02-03,"805 HIGHWAY 42","Petal","MS",-89.2279,31.358823,"SuperCenter"
1987-02-03,"4115 E LINCOLN WAY","Sterling","IL",-89.70537,41.813776,"SuperCenter"
1987-02-03,"#15 HALS PLAZA DR","Piedmont","MO",-90.69685,37.151397,"Wal-MartStore"
1987-02-03,"1616 W AIRLINE HWY","La Place","LA",-90.48516,30.073941,"SuperCenter"
1987-02-03,"9441 ALAMEDA AVE","El Paso","TX",-106.32749,31.70831,"SuperCenter"
1987-02-03,"6360 LAKE WORTH BLVD","Lake Worth","TX",-97.45167,32.823629,"SuperCenter"
1987-02-03,"1210 GIANT DRIVE","Blue Earth","MN",-94.10129,43.630763,"Wal-MartStore"
1987-02-03,"840 SUMMIT BLVD.","Frisco","CO",-106.14029,39.532506,"Wal-MartStore"
1987-02-03,"2019 EAST 81ST ST SOUTH","Tulsa (SW)","OK",-95.92953,36.025405,"SuperCenter"
1987-02-03,"8745 STATE ROAD 54","New Port Richey","FL",-82.66973,28.209833,"SuperCenter"
1987-02-03,"2125 NORTH MORTON ST.","Franklin","IN",-86.05043,39.482105,"SuperCenter"
1987-02-03,"823 WEST STATE HIGHWAY 46","Spencer","IN",-86.77844,39.290029,"Wal-MartStore"
1987-02-03,"2721 BOCA CHICA BLVD","Brownsville","TX",-97.42739,25.918758,"Wal-MartStore"
1987-02-03,"4080 WEST NORTHERN AVE.","Pueblo","CO",-104.66972,38.235865,"SuperCenter"
1987-02-03,"6800 WEST ROUTE 34","Plano","IL",-88.53697,41.665654,"SuperCenter"
1987-02-03,"2401 HWY 14 EAST","Richland Center","WI",-90.40776,43.361048,"SuperCenter"
1987-02-03,"3186 HWY 171 NORTH","Fayette","AL",-87.83026,33.681768,"SuperCenter"
1987-02-03,"1015 NEW MOODY LANE","La Grange","KY",-85.38475,38.407833,"SuperCenter"
1987-02-03,"1920 SOUTH US 73","Atchison","KS",-95.13472,39.553786,"SuperCenter"
1987-02-03,"3300 NORTH TRI-CITY DRIVE","Newcastle","OK",-97.60908,35.240232,"SuperCenter"
1987-02-03,"1300 GILMER AVE","Tallassee","AL",-85.9136,32.553036,"Wal-MartStore"
1987-03-01,"3101 N Quincy","Plainview","TX",-101.725181,34.212618,"DistributionCenter"
1987-03-03,"2251 E. STATES HWY 54","Linton","IN",-87.16987,39.039636,"SuperCenter"
1987-03-03,"1201 4TH S.W.","Waverly","IA",-92.45984,42.741016,"Wal-MartStore"
1987-03-03,"4625 SOUTH MASON","Fort Collins","CO",-105.0535,40.532354,"Wal-MartStore"
1987-03-03,"1795 EAST STATE ROAD 163","Clinton","IN",-87.43577,39.66851,"Wal-MartStore"
1987-03-03,"481 WEST BOYCE STREET","Manning","SC",-80.21281,33.647611,"Wal-MartStore"
1987-03-03,"805 HWY 9 BYPASS WEST","Lancaster","SC",-80.76005,34.729073,"SuperCenter"
1987-03-03,"197 PLAZA DRIVE","Forest City","NC",-81.86722,35.317602,"SuperCenter"
1987-03-03,"2103 STATE ST. N","Waseca","MN",-93.5103,44.067673,"Wal-MartStore"
1987-03-31,"14821 SIX MILE CYPRESS PKWY","Ft. Myers","FL",-81.82841,26.501582,"SuperCenter"
1987-03-31,"5315 CORTEZ RD WEST","Brandenton","FL",-82.63372,27.455543,"SuperCenter"
1987-03-31,"1150 US HWY 60 EAST","Republic","MO",-93.47407,37.124302,"SuperCenter"
1987-03-31,"7555 N. MESA","El Paso","TX",-106.54487,31.848055,"SuperCenter"
1987-03-31,"1140 EAST STUART DRIVE","Galax","VA",-80.92683,36.649548,"SuperCenter"
1987-03-31,"2649 WEST 16TH STREET","Bedford","IN",-86.46897,38.865549,"Wal-MartStore"
1987-04-28,"1756  EAST CENTER ST","Madisonville","KY",-87.50378,37.330791,"SuperCenter"
1987-04-28,"410 N CANAL BLVD","Thibodaux","LA",-90.81809,29.797776,"SuperCenter"
1987-04-28,"414 SO. MAIN ST.","Swainsboro","GA",-82.3391,32.605196,"SuperCenter"
1987-04-28,"1608 SMITHDALE RD","McComb","MS",-90.43327,31.225598,"SuperCenter"
1987-04-28,"513 WEST 23RD STREET","Panama City","FL",-85.66458,30.195424,"Wal-MartStore"
1987-04-28,"1317 NORTH MAIN STREET","Summerville","SC",-80.18599,33.034586,"SuperCenter"
1987-04-28,"88 HIGHLAND CROSSING","East Ellijay","GA",-84.47154,34.680011,"SuperCenter"
1987-04-28,"1710 CENTRAL TEXAS EXPRESSWAY","Lampasas","TX",-98.19192,31.06639,"SuperCenter"
1987-04-28,"1401 GRAY HIGHWAY","Macon","GA",-83.59963,32.878304,"SuperCenter"
1987-05-12,"2525 HWY 70 SE","Hickory","NC",-81.3534,35.70701,"SuperCenter"
1987-05-12,"120 FRANCES LANE","Beaver Dam","WI",-88.84058,43.456814,"SuperCenter"
1987-05-12,"3105 HWY 50 EAST","Canon City","CO",-105.27973,38.464212,"SuperCenter"
1987-05-12,"500 WARREN COUNTY CENTER","Warrenton","MO",-91.17,38.818852,"SuperCenter"
1987-05-12,"401 RIVER ROAD","East Peoria","IL",-89.54493,40.683387,"SuperCenter"
1987-05-12,"1310 NORTH TEXAS BLVD","Weslaco","TX",-97.98512,26.162609,"SuperCenter"
1987-05-12,"488 HWY 71 WEST","Bastrop","TX",-97.30991,30.120443,"SuperCenter"
1987-05-12,"2214 N. FIRST STREET","Carrizo Springs","TX",-99.83827,28.524292,"Wal-MartStore"
1987-06-02,"3050 WILMA RUDOLPH BLVD","Clarksville","TN",-87.34142,36.528448,"SuperCenter"
1987-06-02,"1099 INDIAN DRIVE","Eastman","GA",-83.1848,32.193953,"SuperCenter"
1987-06-02,"1550 BLAKE AVENUE","Albert Lea","MN",-93.36916,43.652042,"SuperCenter"
1987-06-02,"2241 ROCKFORD ST","Mount Airy","NC",-80.62336,36.49376,"SuperCenter"
1987-06-02,"1680 FT CAMPBELL BLVD","Clarksville","TN",-87.4056,36.58068,"SuperCenter"
1987-06-16,"3820 HWY 64 WEST","Tyler","TX",-95.41373,32.388631,"SuperCenter"
1987-06-16,"1600 EAST TIPTON","Seymour","IN",-85.89917,38.958688,"SuperCenter"
1987-06-16,"3900 TROUP HWY","Tyler","TX",-95.31347,32.264365,"Wal-MartStore"
1987-06-30,"150 CONCORD COMMONS","Concord","NC",-80.63823,35.405636,"SuperCenter"
1987-06-30,"3826 SOUTH SUNCOAST BLVD","Homosassa Springs","FL",-82.53331,28.746912,"Wal-MartStore"
1987-06-30,"705 EAST DIXON BLVD.","Shelby","NC",-81.55584,35.315118,"SuperCenter"
1987-06-30,"1506 NORTH TEXANA","Hallettsville","TX",-96.86644,29.369619,"Wal-MartStore"
1987-06-30,"2305 HWY 67 WEST","Ballinger","TX",-99.93695,31.754011,"Wal-MartStore"
1987-06-30,"2204 NORTH 4TH STREET","Ferriday","LA",-91.51382,31.667978,"Wal-MartStore"
1987-06-30,"739 HWY 165 S.","Oakdale","LA",-92.65224,30.806617,"Wal-MartStore"
1987-06-30,"711 EAST MAIN STREET","Oak Grove","LA",-91.4107,32.887552,"Wal-MartStore"
1987-06-30,"2004 SO. JULIA ST.","Rayville","LA",-91.78754,32.457301,"Wal-MartStore"
1987-07-14,"300 WANEKA PARKWAY","Lafayette","CO",-105.10036,40.002156,"Wal-MartStore"
1987-07-14,"589 HWY WEST 92","Williamsburg","KY",-84.1508,36.709853,"SuperCenter"
1987-07-14,"16750 SOUTH TOWNSEND","Montrose","CO",-107.8625,38.436409,"SuperCenter"
1987-08-04,"5000 AMERICAN WAY","Memphis","TN",-89.86291,35.057311,"Wal-MartStore"
1987-08-04,"141 DORMAN CENTRE DRIVE","Spartanburg","SC",-81.98682,34.940921,"SuperCenter"
1987-08-04,"15955 FM 529 ROAD","Houston","TX",-95.64842,29.896656,"SuperCenter"
1987-08-04,"845-R BLOWING ROCK BLVD","Lenoir","NC",-81.54476,35.934783,"Wal-MartStore"
1987-08-04,"231 EASTSIDE DRIVE","Newton","MS",-89.14483,32.317298,"SuperCenter"
1987-08-04,"525 KIMBALL CROSSING","Kimball","TN",-85.61818,35.065007,"SuperCenter"
1987-08-04,"501 EAST PAWNEE","Wichita","KS",-97.31917,37.667175,"SuperCenter"
1987-08-04,"2592 NO. COLUMBIA ST.","Milledgeville","GA",-83.23397,33.083579,"SuperCenter"
1987-08-18,"5100 OKEECHOBEE ROAD","Fort Pierce","FL",-80.36247,27.448688,"SuperCenter"
1987-08-18,"2400 N HERVEY ST","Hope","AR",-93.59486,33.657969,"SuperCenter"
1987-08-18,"1830 US HWY 82 WEST","Tifton","GA",-83.51083,31.459666,"SuperCenter"
1987-08-18,"3535 APALACHEE PKWY","Tallahassee","FL",-84.18841,30.403146,"SuperCenter"
1987-08-18,"250 TURNER STREET","Aberdeen","NC",-79.4415,35.12416,"SuperCenter"
1987-08-18,"855 NORTH CHURCH ST.","Thomaston","GA",-84.33084,32.895794,"SuperCenter"
1987-09-01,"1340 WEST GRANT","Pauls Valley","OK",-97.22846,34.741677,"Wal-MartStore"
1987-09-01,"6065 JONESBORO ROAD","Morrow","GA",-84.33011,33.58776,"SuperCenter"
1987-09-01,"5302 NO. GARLAND AVE.","Garland","TX",-96.66188,32.960375,"SuperCenter"
1987-09-01,"136 EAST JARMAN ST.","Hazlehurst","GA",-82.59809,31.844772,"SuperCenter"
1987-09-01,"1608 W. MAGNOLIA AVE.","Geneva","AL",-85.87941,31.043454,"Wal-MartStore"
1987-09-01,"3570 SOUTHWEST ARCHER RD","Gainesville","FL",-82.3941,29.611545,"Wal-MartStore"
1987-09-01,"8701 US HWY 19","Port Richey","FL",-82.69698,28.30073,"SuperCenter"
1987-09-01,"1002 STERLINGTON HWY","Farmerville","LA",-92.37657,32.764289,"Wal-MartStore"
1987-10-01,"921 HWY 35 SOUTH","Forest","MS",-89.46552,32.379693,"Wal-MartStore"
1987-10-01,"150 W. EL DORADO BLVD","Webster","TX",-95.19472,29.516873,"SuperCenter"
1987-10-01,"4253 DENNY AVE.","Pascagoula","MS",-88.52901,30.36298,"SuperCenter"
1987-10-01,"1501 VAUGHN","Wood River","IL",-90.09418,38.860447,"Wal-MartStore"
1987-10-01,"1998 STATE RD. #44","New Smyrna Beach","FL",-80.95736,29.016897,"Wal-MartStore"
1987-10-01,"6767 103RD STREET","Jacksonville","FL",-81.73987,30.268572,"Wal-MartStore"
1987-10-01,"540 WEST BYPASS","Andalusia","AL",-86.48699,31.279043,"Wal-MartStore"
1987-10-01,"6709 BLUE RIDGE BLVD.","Raytown","MO",-94.4591,39.013905,"Wal-MartStore"
1987-10-01,"3010 BLAKE AVENUE","Glenwood Springs","CO",-107.32107,39.533318,"Wal-MartStore"
1987-10-01,"3886 GA HWY 17","Toccoa","GA",-83.31718,34.561584,"SuperCenter"
1987-10-01,"1201 HWY 31 N.W.","Hartselle","AL",-86.94027,34.442184,"SuperCenter"
1987-10-20,"1227 BURKEMONT AVENUE","Morganton","NC",-81.71625,35.742752,"Wal-MartStore"
1987-10-20,"2001 US HIGHWAY #1","Sebastian","FL",-80.48266,27.78783,"SuperCenter"
1987-10-20,"3111 BROWNS MILL RD","Johnson City","TN",-82.3802,36.312633,"SuperCenter"
1987-10-20,"4400 13TH ST.","Saint Cloud","FL",-81.28749,28.24934,"SuperCenter"
1987-10-20,"261 COOPER CREEK DRIVE","Mocksville","NC",-80.57143,35.920477,"SuperCenter"
1987-10-20,"4538 US HWY 231","Wetumpka","AL",-86.21902,32.592889,"SuperCenter"
1987-10-20,"3450 FM 1960 WEST","Houston(W)","TX",-95.48532,30.007886,"SuperCenter"
1987-10-20,"2461 E GULF TO LAKES HWY","Inverness","FL",-82.35982,28.865761,"SuperCenter"
1987-11-03,"1405 TAHOKA ROAD","Brownfield","TX",-102.29568,33.153528,"Wal-MartStore"
1987-11-03,"1851 WEST HWY 192","London","KY",-84.07839,37.143828,"SuperCenter"
1987-11-03,"608 EAST MAIN STREET","Hohenwald","TN",-87.54905,35.535397,"Wal-MartStore"
1987-11-03,"3451 TAMIAMI TRAIL E","Naples","FL",-81.75251,26.121546,"Wal-MartStore"
1987-11-03,"7207 NORTH M-1 HWY","Gladstone","MO",-94.51816,39.202654,"Wal-MartStore"
1987-11-03,"1636 SANDIFER BLVD","Seneca","SC",-82.94557,34.660345,"SuperCenter"
1987-11-17,"1655 SUNSET DRIVE","Grenada","MS",-89.80301,33.77132,"SuperCenter"
1987-11-17,"10991-1 SAN JOSE BLVD.","Jacksonville","FL",-81.63073,30.159091,"Wal-MartStore"
1987-11-17,"4001 SE FEDERAL HWY","Stuart","FL",-80.21686,27.136003,"SuperCenter"
1987-11-17,"400 TINEY BROWNING BLVD","Port Lavaca","TX",-96.63023,28.604717,"SuperCenter"
1987-11-17,"1572 ANDERSON HWY","Hartwell","GA",-82.9201,34.366948,"SuperCenter"
1987-11-17,"1845 NORTH 81 HWY","Duncan","OK",-97.95185,34.502833,"SuperCenter"
1987-11-17,"12300 LAKE JUNE RD","Balch Springs","TX",-96.61634,32.72203,"Wal-MartStore"
1987-11-17,"300 NORTH GREENBRIAR DRIVE","Normal","IL",-88.98629,40.515485,"SuperCenter"
1987-11-17,"1381 SO. MAIN STREET","Boerne","TX",-98.72932,29.851666,"SuperCenter"
1987-11-17,"6565 STATE AVENUE","Kansas City","KS",-94.66643,39.112204,"Wal-MartStore"
1987-11-17,"6020 HARRISON ROAD","Macon","GA",-83.6793,32.730641,"SuperCenter"
1987-12-26,"3159 GARLAND AVENUE","Garland","TX",-96.64601,32.881525,"SuperCenter"
1987-12-31,"3838 S SEMARON BLVD","Orlando","FL",-81.28949,28.494931,"Wal-MartStore"
1987-12-31,"2381 PASS ROAD","Biloxi","MS",-88.96219,30.405831,"Wal-MartStore"
1987-12-31,"1500 MILITARY STREET","Hamilton","AL",-88.00384,34.149717,"Wal-MartStore"
1987-12-31,"14507 PLANK ROAD","Baker","LA",-91.14763,30.584787,"SuperCenter"
1987-12-31,"4450 EAST MCCAIN BLVD","Sherwood","AR",-92.17913,34.777238,"SuperCenter"
1987-12-31,"6001 CENTRAL EXPRESSWAY","Plano","TX",-96.73506,33.054671,"SuperCenter"
1988-01-01,"1501 S.W. WANAMAKER ROAD","Topeka","KS",-95.71698,39.04045,"SuperCenter"
1988-01-01,"1050 Vern Cora Rd","Laurens","SC",-82.005173,34.545636,"DistributionCenter"
1988-02-02,"409 SYLAMORE AVENUE","Mountain View","AR",-92.11108,35.863114,"SuperCenter"
1988-02-02,"917 EAST MAIN STREET","Laurens","SC",-82.02271,34.503167,"Wal-MartStore"
1988-02-02,"901 NC HIGHWAY 16 SOUTH","Taylorsville","NC",-81.2083,35.914275,"SuperCenter"
1988-02-02,"7202 WATTS ROAD","Madison","WI",-89.50531,43.029497,"Wal-MartStore"
1988-02-02,"300 PINECREST PLAZA","Morehead","KY",-83.4321,38.19056,"Wal-MartStore"
1988-02-02,"499 INDIAN MOUND DR","Mt. Sterling","KY",-83.92964,38.061248,"SuperCenter"
1988-02-02,"168 WALMART DRIVE","Flippin","AR",-92.57635,36.263145,"SuperCenter"
1988-02-02,"8808 BEACH BLVD.","Jacksonville","FL",-81.58359,30.28374,"SuperCenter"
1988-03-01,"7162 HWY 1","Marksville","LA",-92.05447,31.067379,"SuperCenter"
1988-03-01,"781 LEONARD AVENUE","Albemarle","NC",-80.19879,35.351477,"SuperCenter"
1988-03-01,"1150 S 4TH STREET","Hartsville","SC",-80.08256,34.386728,"SuperCenter"
1988-03-01,"1618 W MCCLAIN","Scottsburg","IN",-85.80304,38.684426,"SuperCenter"
1988-03-01,"2473 HACKWORTH ROAD","Adamsville","AL",-86.89199,33.558772,"SuperCenter"
